	num
《最高人民法院关于审理人身损害赔偿案件适用法律若干的解释》第二十二条	7
《最高人民法院关于确定民事侵权精神损害责任若干问题的解释》第十一条	7
《最高人民法院关于审理人身损害赔偿案件的解释》第十七条	7
《﹤﹤中华人民共和国民法通则﹥﹥第十五条第一款第六﹤﹤中华人民共和国民法通则﹥﹥第十五条第一款第六项	7
《最高人民法院关于审理人身损害赔偿案件适用法律若干的解释》第二十条	7
《最高人民法院关于人民法院审理人身损害赔偿案件适用法律若干问题的解释》第十七条第一款	7
《最高人民法院关于审理人身损害赔偿案件适用若干问题解释》第二十六条	7
《最高人民法院关于审理人身损害赔偿案件的解释》第二十三条	7
《最高人民法院关于审理人身损害赔偿案件的解释》第二十条	7
《最高人民法院关于审理人身损害赔偿案件适用法律若干的解释》第二十三条	7
《最高人民法院关于审理劳动争议案件适用法律若干问题的解释（三）》第九条	7
《最高人民法院关于审理人身损害赔偿案件的解释》第十九条	7
《最高人民法院关于审理人向身损害赔偿案件适用法律若干问题的解释》第十七条	7
《最高人民法院关于审理人身损害赔偿案件适用法律若干问津解释》第二十三条	7
《最高人民法院关于适用〈中华人民共和国侵权责任法〉若干问题的通知》第二十八条	7
《最高人法院法院关于审理人身损害赔偿案件适用法律若干问题的解释》第二十三条	7
《最高人民法院关于审理人身损害赔偿案件法律若干问题的解释》第二十五条	7
《最高人民法院关于审理人身损害赔偿案件适用法律若干问题的解释》第17条第3款	7
《最高人民法院关于审理道路交通事故损害案件适用法律若干问题的解释》第一条	7
《最高人民法院关于确定民事侵权精神损害赔偿责任若干问题的解释》第十条第二款	7
《国务院机动车交通事故责任强制保险条例》第二十二条第二款	7
《最高人民法院关于审理人身损害赔偿案件适用法律若干规定问题的解释》第十九条	7
《若干问题的解释（二）》第十若干问题的解释（二）》第十条	7
《最高人民法院关于审理人身损害赔偿案件适用法律问题若干解释》第十七条	7
《最高人民法院关于审理人身损害纠纷案件适用法律若干问题的解释》第二十五条	7
《最高人民法院关于审理人身损害赔偿案件适用若干问题的解释》第三十五条	7
《最高人民法院关于审理道路交通事故案件适用法律若干问题的解释》第十九条	7
《最高人民法院关于审理人身损害案件适用法律若干问题的解释》第十七条第三款	7
《最高人民法院关于审理人身损害案件适用法律若干问题的解释》第九条	7
《最高人民法院关于确定民事侵权精神损害赔偿案件适用法律若干问题的解释》第八条第二款	7
《最高人民法院关于审理人身损害赔偿案件适应法律苦干问题的解释》第二十五条	7
《最高人民法院关于适用﹤中华人民共和国民事诉讼法﹥的解释》第九十条第二款	7
《最高人民法院关于审理道路交通事故损害赔偿案件适用法律若干问题的解释第十八最高人民法院关于审理道路交通事故损害赔偿案件适用法律若干问题的解释第十八条	7
《最高人民法院关于审理道路交通事故损害赔偿案件适用法律若干问题的解释》第十五条第（三）款	7
《最高人民法院关于适用中华人民共和国侵权责任法》若干问题的通知第四款	7
《最高人民法院关于审理人身损害案件若干问题》第二十七条	7
《最高人民法院关于确定民事侵权精神损害若干问题的解释》第一条第一款	7
《最高人民法院关于审理人身损害赔偿案件适用法律若干问题意见的解释》第九条	7
《最高人民法院关于审理道路交通事故损害赔偿案件适用法律若干问题解释》第十九条第一款	7
《最高人民法院关于确定民事侵权精神损害赔偿案件若干问题的解释》第八条第二款	7
《最高人民法院关于审理人身损害赔偿案件若干规定》第二十二条	7
《最高人民法院关于审理人身损害赔偿案件若干规定》第十八条	7
《最高人民法院《关于审理人身损害赔偿纠纷案件适用法律若干问题的解释》》第三十五条	7
《最高人民法院关于确定侵权精神损害赔偿责任若干问题的解释》第一条	7
《最高人民法院关于确定民事侵权精神损害若干问题的解释》第九条	7
《最高人民法院关于精神损害赔偿若干问题解释》第八条	7
《最高人民法院关于审理人身损害赔偿赔偿案件适用法律若干问题的意见》第二十一条	7
《最高人民法院关于精神损害赔偿若干问题解释》第十条	7
《最高人民法院关于审理人身损害赔偿案件适用法律若干问题的意见》第二十六条	7
《最高人民法院关于审理道路交通事故损害赔偿案件若干问题的解释》第二十二条	7
《最高人民法院关于民事诉讼证据的若干规定》第七十二条第一款	7
《最高人民法院人身损害赔偿解释》第十八条第一款	7
《最高人民法院关于执行程序中计算迟延履行期间的债务利息适用法律若干问题的解释》第一条	7
《最高人民法院关于贯彻执行中华人民共和国民法通则》若干问题的意见（试行）第159条	7
《最高人民法院关于审理人身损害案件适用法律若干问题的解释》第三十一条	7
《最高人民法院关于审理人身损害赔偿案件适用法律若干问题的解释》第十四条第一款	7
《国务院颁发的机动车交通事故责任强制保险条例》第二十一条	7
《最高人民法院关于适用中华人民共和国保险法》若干问题的解释（二）第五条	7
《最高人民法院关于审理人身损害赔偿案件适用法律若干问题的解释》第十七条第一第三款	7
《最高人民法院关于确定民事侵权精神损害赔偿责任若干问题的解释》第二十八条	7
《最高人民法院关于审理人身损害赔偿案件适用法律问题的解释》第十七条第二款	7
《最高人民法院关于审理人身损害赔偿案件适用法律若干问题的司法解释》第二十条	7
《最高人民法院关于审理人身损害赔偿案件适用法律若干问题的司法解释》第二十八条第二款	7
《最高人民法院关于审理人身损害赔偿案件适用法律若干规定的解释》第十七条第一款	7
《最高人民法院关于审理人身损害赔偿案件适用若干问题的解释》第二十七条	7
《最高人民法院关于审理道路交通事故损害赔偿责任若干问题的解释》第十五条	7
